0,"[BOS]ᆯ지: ʎt͡ɕ͈i[EOS]"
1,"[BOS]ㄱㄴㄷ순: ka̠na̠da̠sʰun[EOS]"
2,"[BOS]ㄴㄴ: no̞no̞[EOS]"
3,"[BOS]ㅋㅋㅋ: kxɯkxɯkxɯ[EOS]"
4,"[BOS]가가린: ka̠ɡa̠ɾin[EOS]"
5,"[BOS]가감: ka̠ɡa̠m[EOS]"
6,"[BOS]가게: ka̠ːɡe̞[EOS]"
7,"[BOS]가격: ka̠ɡjʌ̹k̚[EOS]"
8,"[BOS]가계: ka̠ɡje̞[EOS]"
9,"[BOS]가공품: ka̠ɡo̞ŋpʰum[EOS]"
10,"[BOS]가구: ka̠ɡu[EOS]"
11,"[BOS]가깝다: ka̠k͈a̠p̚t͈a̠[EOS]"
12,"[BOS]가끔: ka̠k͈ɯm[EOS]"
13,"[BOS]가끔씩: ka̠k͈ɯmɕ͈ik̚[EOS]"
14,"[BOS]가나: ka̠na̠[EOS]"
15,"[BOS]가난하다: ka̠na̠nɦa̠da̠[EOS]"
16,"[BOS]가는쥐: ka̠nɯɲd͡ʑɥi[EOS]"
17,"[BOS]가늘다: ka̠nɯɭda̠[EOS]"
18,"[BOS]가늠: ka̠nɯm[EOS]"
19,"[BOS]가늠하다: ka̠nɯmɦa̠da̠[EOS]"
20,"[BOS]가능성: ka̠ːnɯŋs͈ʌ̹ŋ[EOS]"
21,"[BOS]가능하다: ka̠ːnɯŋɦa̠da̠[EOS]"
22,"[BOS]가독성: ka̠do̞ks͈ʌ̹ŋ[EOS]"
23,"[BOS]가동: ka̠do̞ŋ[EOS]"
24,"[BOS]가두리: ka̠ːduɾi[EOS]"
25,"[BOS]가드: ka̠dɯ[EOS]"
26,"[BOS]가득: ka̠dɯk̚[EOS]"
27,"[BOS]가득가득: ka̠dɯk̚k͈a̠dɯk̚[EOS]"
28,"[BOS]가득하다: ka̠dɯkʰa̠da̠[EOS]"
29,"[BOS]가따까나: ka̠t͈a̠k͈a̠na̠[EOS]"
30,"[BOS]가라데: ka̠ɾa̠de̞[EOS]"
31,"[BOS]가라오케: ka̠ɾa̠o̞kʰe̞[EOS]"
32,"[BOS]가랑비: ka̠ɾa̠ŋbi[EOS]"
33,"[BOS]가령: ka̠ːɾjʌ̹ŋ[EOS]"
34,"[BOS]가로: ka̠ɾo̞[EOS]"
35,"[BOS]가로다: ka̠ɾo̞da̠[EOS]"
36,"[BOS]가로등: ka̠ɾo̞dɯŋ[EOS]"
37,"[BOS]가루: ka̠ɾu[EOS]"
38,"[BOS]가르치다: ka̠ɾɯt͡ɕʰida̠[EOS]"
39,"[BOS]가르침: ka̠ɾɯt͡ɕʰim[EOS]"
40,"[BOS]가리다: ka̠ɾida̠[EOS]"
41,"[BOS]가리비: ka̠ɾibi[EOS]"
42,"[BOS]가마솥: ka̠ma̠sʰo̞t̚[EOS]"
43,"[BOS]가마우지: ka̠ma̠ud͡ʑi[EOS]"
44,"[BOS]가만: ka̠ma̠n[EOS]"
45,"[BOS]가만가만: ka̠ma̠nɡa̠ma̠n[EOS]"
46,"[BOS]가만두다: ka̠ma̠nduda̠[EOS]"
47,"[BOS]가만히: ka̠ma̠nʝi[EOS]"
48,"[BOS]가맣다: ka̠ːma̠tʰa̠[EOS]"
49,"[BOS]가면: ka̠ːmjʌ̹n[EOS]"
50,"[BOS]가면극: ka̠ːmjʌ̹nɡɯk̚[EOS]"
51,"[BOS]가명: ka̠ːmjʌ̹ŋ[EOS]"
52,"[BOS]가무: ka̠mu[EOS]"
53,"[BOS]가무이야기: ka̠muija̠ɡi[EOS]"
54,"[BOS]가문: ka̠mun[EOS]"
55,"[BOS]가물가물: ka̠muɭɡa̠muɭ[EOS]"
56,"[BOS]가물치: ka̠muʎt͡ɕʰi[EOS]"
57,"[BOS]가뭄: ka̠mum[EOS]"
58,"[BOS]가방: ka̠ba̠ŋ[EOS]"
59,"[BOS]가보: ka̠bo̞[EOS]"
60,"[BOS]가봉: ka̠bo̞ŋ[EOS]"
61,"[BOS]가부좌: ka̠bud͡ʑwa̠[EOS]"
62,"[BOS]가브리엘: ka̠bɯɾie̞ɭ[EOS]"
63,"[BOS]가사: ka̠sʰa̠[EOS]"
64,"[BOS]가산: ka̠sʰa̠n[EOS]"
65,"[BOS]가세: ka̠sʰe̞[EOS]"
66,"[BOS]가숭어: ka̠ːsʰuŋʌ̹[EOS]"
67,"[BOS]가스: k͈a̠sʰɯ[EOS]"
68,"[BOS]가시: ka̠ɕʰi[EOS]"
69,"[BOS]가시고기: ka̠ɕʰiɡo̞ɡi[EOS]"
70,"[BOS]가시나: ka̠ɕʰina̠[EOS]"
71,"[BOS]가시나무: ka̠ɕʰina̠mu[EOS]"
72,"[BOS]가시다: ka̠ɕʰida̠[EOS]"
73,"[BOS]가시아버지: ka̠ɕʰia̠bʌ̹d͡ʑi[EOS]"
74,"[BOS]가시화: ka̠ɕʰiβwa̠[EOS]"
75,"[BOS]가식: ka̠ːɕʰik̚[EOS]"
76,"[BOS]가야금: ka̠ja̠ɡɯm[EOS]"
77,"[BOS]가엾다: ka̠ːjʌ̹p̚t͈a̠[EOS]"
78,"[BOS]가운데: ka̠unde̞[EOS]"
79,"[BOS]가운데소리: ka̠unde̞sʰo̞ɾi[EOS]"
80,"[BOS]가위: ka̠ɥi[EOS]"
81,"[BOS]가위바위보: ka̠ɥiba̠ɥibo̞[EOS]"
82,"[BOS]가을: ka̠ɯɭ[EOS]"
83,"[BOS]가을철: ka̠ɯʎt͡ɕʰʌ̹ɭ[EOS]"
84,"[BOS]가이드: ka̠idɯ[EOS]"
85,"[BOS]가자: ka̠d͡ʑa̠[EOS]"
86,"[BOS]가장자리: ka̠ːd͡ʑa̠ŋd͡ʑa̠ɾi[EOS]"
87,"[BOS]가정법: ka̠ːd͡ʑʌ̹ŋp͈ʌ̹p̚[EOS]"
88,"[BOS]가제: ka̠d͡ʑe̞[EOS]"
89,"[BOS]가제따: ka̠d͡ʑe̞t͈a̠[EOS]"
90,"[BOS]가젤: ka̠d͡ʑe̞ɭ[EOS]"
91,"[BOS]가져가다: ka̠d͡ʑʌ̹ɡa̠da̠[EOS]"
92,"[BOS]가져오다: ka̠d͡ʑʌ̹o̞da̠[EOS]"
93,"[BOS]가지: ka̠d͡ʑi[EOS]"
94,"[BOS]가지고: ka̠d͡ʑiɡo̞[EOS]"
95,"[BOS]가지다: ka̠d͡ʑida̠[EOS]"
96,"[BOS]가지뿔: ka̠d͡ʑip͈uɭ[EOS]"
97,"[BOS]가차: ka̠t͡ɕʰa̠[EOS]"
98,"[BOS]가축: ka̠t͡ɕʰuk̚[EOS]"
99,"[BOS]가톨릭: ka̠tʰo̞ʎʎik̚[EOS]"
100,"[BOS]가톨릭교회: ka̠tʰo̞ʎʎik̚k͈joβwe̞[EOS]"
101,"[BOS]가파르다: ka̠pʰa̠ɾɯda̠[EOS]"
102,"[BOS]가히: ka̠ːʝi[EOS]"
103,"[BOS]각국: ka̠k̚k͈uk̚[EOS]"
104,"[BOS]각기: ka̠k̚k͈i[EOS]"
105,"[BOS]각다귀: ka̠k̚t͈a̠ɡɥi[EOS]"
106,"[BOS]각도: ka̠k̚t͈o̞[EOS]"
107,"[BOS]각막: ka̠ŋma̠k̚[EOS]"
108,"[BOS]각본: ka̠k̚p͈o̞n[EOS]"
109,"[BOS]각선미: ka̠ks͈ʌ̹nmi[EOS]"
110,"[BOS]각설: ka̠ks͈ʌ̹ɭ[EOS]"
111,"[BOS]각시: ka̠kɕ͈i[EOS]"
112,"[BOS]각자: ka̠k̚t͡ɕ͈a̠[EOS]"
113,"[BOS]각종: ka̠k̚t͡ɕ͈o̞ŋ[EOS]"
114,"[BOS]각하: ka̠kʰa̠[EOS]"
115,"[BOS]간간이: ka̠nɡa̠ni[EOS]"
116,"[BOS]간극: ka̠nɡɯk̚[EOS]"
117,"[BOS]간단히: ka̠nda̠nʝi[EOS]"
118,"[BOS]간드리: ka̠ndɯɾi[EOS]"
119,"[BOS]간부: ka̠nbu[EOS]"
120,"[BOS]간사: ka̠nsʰa̠[EOS]"
121,"[BOS]간사하다: ka̠nsʰa̠ɦa̠da̠[EOS]"
122,"[BOS]간선도로: ka̠nsʰʌ̹ndo̞ɾo̞[EOS]"
123,"[BOS]간성: ka̠nsʰʌ̹ŋ[EOS]"
124,"[BOS]간식: ka̠ːnɕʰik̚[EOS]"
125,"[BOS]간악하다: ka̠na̠kʰa̠da̠[EOS]"
126,"[BOS]간유: ka̠ːɲju[EOS]"
127,"[BOS]간음: ka̠ːnɯm[EOS]"
128,"[BOS]간절: ka̠ɲd͡ʑʌ̹ɭ[EOS]"
129,"[BOS]간접: ka̠ːɲd͡ʑʌ̹p̚[EOS]"
130,"[BOS]간주: ka̠ːɲd͡ʑu[EOS]"
131,"[BOS]간지: ka̠ɲd͡ʑi[EOS]"
