word	ipa	word_pred	sent_pred	is_word_wrong	is_sent_wrong
0	명의	mjʌŋi	mjʌŋi	mjʌŋi	True	True
1	대	dɛ	dɛ	dɛ	True	True
2	명의	mjʌŋi	mjʌŋi	mjʌŋi	True	True
3	백	bɛk̚	bɛk̚	bɛk̚	True	True
4	세	sʼe	se	se	False	False
5	명안	mjʌŋan	mjʌŋan	mjʌŋan	True	True
6	클리닉	kʰɯɭʎ̟iɲik̚	kʰɯɭʎ̟iɲik̚	kʰɯɭʎ̟iɲik̚	True	True
7	평생	pʰjʌŋsɛŋ	pʰjʌŋsɛŋ	pʰjʌŋsɛŋ	True	True
8	늙지	nɯk̚.tzi	nɯk̚.tzi	nɯp̚.tzi	True	False
9	않을	anɯɭ	anɯɭ	anɯɭ	True	True
10	수	su	su	su	True	True
11	있는	innɯn	innɯn	innɯn	True	True
12	눈을	nunɯɭ	nunɯɭ	nunɯɭ	True	True
13	만드는	mandɯnɯn	mandɯnɯn	mandɯnɯn	True	True
14	특급	tʰɯk̚kʼɯp̚	tʰɯk̚kʼɯp̚	tʰɯk̚kʼɯp̚	True	True
15	비법	bibʌp̚	bibʌp̚	bibʌp̚	True	True
16	안과	ankʼwa	ankʼwa	angwa	True	False
17	전문의이신	ʣʌnmuɲiiɕin	ʣʌnmuɲiiɕin	t͡ɕʌnmuneiɕin	True	False
18	최철명	tsʰwetsʰʌɭmjʌŋ	tsʰwetsʰʌɭmjʌ	tsʰwetsʰʌɭmjʌ	False	False
19	선생님	sʌnsɛŋɲim	sʌnsɛŋɲim	sʌnsɛŋɲim	True	True
20	그리고	gɯrigo	kɯrigo	gɯrigo	False	True
21	한의학	haɲihak̚	haɲihak̚	hanehak̚	True	False
22	박사	pʼak̚sʼa	bak̚sʼa	pak̚sʼa	False	False
23	박성일	bak̚sʼʌŋiɭ	bak̚sʼʌŋiɭ	pak̚sʼʌŋiɭ	True	False
24	선생님과	sʌnsɛŋɲimgwa	sʌnsɛŋɲimgwa	sʌnsɛŋɲimgwa	True	True
25	함께	hamkʼe	hamkʼe	hamkʼe	True	True
26	알아보겠습니다.	araboget̚sʼɯmɲida	araboget̚sʼɯmɲi	araboget̚sʼɯmɲi	False	False
