word	ipa	word_pred	sent_pred	is_word_wrong	is_sent_wrong
0	죽기	t͡ɕuk̚kʼi	ʣuk̚kʼi	ʣuk̚kʼi	False	False
1	직전에	ʣik̚.tzʌne	ʣik̚.tzʌne	ʣik̚.tzʌne	True	True
2	책을	tsʰɛgɯɭ	tsʰɛgɯɭ	tsʰɛgɯɭ	True	True
3	내고	nɛgo	nɛgo	nɛgo	True	True
4	그	gɯ	gɯ	gɯ	True	True
5	안에	ane	ane	ane	True	True
6	이렇게	irʌkʰe	irʌkʰe	irʌkʰe	True	True
7	보면	bomjʌn	bomjʌn	bomjʌn	True	True
8	좀	ʣom	ʣom	ʣom	True	True
9	쉽게	ʃwip̚kʼe	ʃwip̚kʼe	ʃwip̚kʼe	True	True
10	설명을	sʌɭmjʌŋɯɭ	sʌɭmjʌŋɯɭ	sʌɭmjʌŋɯɭ	True	True
11	할	haɭ	haɭ	haɭ	True	True
12	수	su	su	su	True	True
13	있다.	it̚tʼa	it̚tʼa	it̚tʼa	True	True
