word	ipa	word_pred	sent_pred	is_word_wrong	is_sent_wrong
0	출근하고	tsʰuɭgɯnhago	tsʰuɭgɯnhago	tsʰuɭgɯnhago	True	True
1	힘들게	himdɯɭge	himdɯɭge	himdɯɭge	True	True
2	일하고	iɭhago	iɭhago	iɭhago	True	True
3	퇴근하면은	tʰwegɯnhamjʌnɯn	tʰwegɯnhamjʌnɯn	tʰwegɯnhamjʌnɯn	True	True
4	똑같은	tʼok̚kʼatʰɯn	tʼok̚kʼatʰɯn	tʼok̚kʼatʰɯn	True	True
5	일상이	ɲiɭsʼaŋi	iɭsʼaŋi	iɭsʼaŋi	False	False
6	이루어져	iruʌʣʌ	iruʌʣʌ	iruʌʣʌ	True	True
7	있고	it̚kʼo	it̚kʼo	it̚kʼo	True	True
8	야구에서	.jaguesʌ	.jaguesʌ	.jaguesʌ	True	True
9	역전	jʌk̚.tzʌn	jʌk̚.tzʌn	jʌk̚.tzʌn	True	True
10	홈런이라거나	homrʌɲiragʌna	homrʌɲiragʌna	homnʌɲiragʌna	True	False
11	마지막에	maʣimage	maʣimage	maʣimage	True	True
12	결정적인	gjʌɭ.tzʌŋʣʌgin	gjʌɭ.tzʌŋʣʌgi	kjʌɭ.tzʌŋʣʌgi	False	False
13	세이브를	seibɯrɯɭ	seibɯrɯɭ	seibɯrɯɭ	True	True
14	하거나	hagʌna	hagʌna	hagʌna	True	True
15	그거를	gɯgʌrɯɭ	gɯgʌrɯɭ	gɯgʌrɯɭ	True	True
16	하기	hagi	hagi	hagi	True	True
17	위해서	wihɛsʌ	wihɛsʌ	wihɛsʌ	True	True
18	많은	manɯn	manɯn	manɯn	True	True
19	순간을	sunganɯɭ	sunganɯɭ	sunganɯɭ	True	True
20	기다려오는	gidarjʌonɯn	gidarjʌonɯn	kidarjʌonɯn	True	False
21	것처럼	gʌt̚tsʰʌrʌm	gʌt̚tsʰʌrʌm	kʌt̚tsʰʌrʌm	True	False
22	우리	uri	uri	uri	True	True
23	사는	sanɯn	sanɯn	sanɯn	True	True
24	것도	gʌt̚tʼo	gʌt̚tʼo	gʌt̚tʼo	True	True
25	그런	gɯrʌn	gɯrʌn	gɯrʌn	True	True
26	거	gʌ	gʌ	gʌ	True	True
27	같구요.	gat̚kʼujo̞	gat̚kʼujo̞	gat̚kʼujo̞	True	True
