word	ipa	word_pred	sent_pred	is_word_wrong	is_sent_wrong
0	그래서	tʼo	kɯrɛsʌ	gɯrɛsʌ	False	False
1	진화라는	inmunhak̚.tzʌgin	ʣinhwaranɯn	.tzinhwaranɯn	False	False
2	것에	bubun	gʌse	gʌse	False	False
3	정말	sagoguʣoedo	ʣʌŋmaɭ	.tzʌŋmaɭ	False	False
4	과학적인	kʰɯn	gwahak̚.tzʌgin	kwahak̚.tzʌgin	False	False
5	정체가	jʌŋh.jaŋɯɭ	ʣʌŋtsʰega	.tzʌŋtsʰega	False	False
6	뭐고	mitsʰʌt̚kʼi	mwʌgo	mwʌgo	False	False
7	그래서	tʼɛmune	kɯrɛsʌ	gɯrɛsʌ	False	False
8	그	gɯrʌn	gɯ	gɯ	False	False
9	진화가	gʌt̚kʼaʣi	ʣinhwaga	ʣinhwaga	False	False
10	우리에게	da	uriege	uriege	False	False
11	시사하는	gatsʰi	ɕisahanɯn	ɕisahanɯn	False	False
12	바들	irʌkʰe	badɯɭ	badɯɭ	False	False
13	그게	kʰʌbʌhaɭ	gɯge	gɯge	False	False
14	꼭	su	kʼok̚	kʼok̚	False	False
15	과학적인	innɯn	gwahak̚.tzʌgin	kwahak̚.tzʌgin	False	False
16	부분	gɯrʌn	bubun	bubun	False	False
17	뿐만	ɕigaɲi	pʼunman	pʼunman	False	False
18	아니고	dweɭ	aɲigo	aɲigo	False	False
19	뭐	gʌt̚	mwʌ	mwʌ	False	False
20	사회	gat̚kʼo	sahwe	sahwe	False	False
21	또	gɯrʌgie	tʼo	tʼo	False	False
22	인문학적인	gaʣaŋ	inmunhak̚.tzʌgin	inmunhak̚.tzʌgin	False	False
23	부분	tʼo	bubun	bubun	False	False
24	사고구조에도	ʣʌkʰapʰaɕin	sagoguʣoedo	sagoguʣoedo	False	False
25	큰	buɲi	kʰɯn	kʰɯn	False	False
26	영향을	ʣaŋdɛik̚	jʌŋh.jaŋɯɭ	jʌŋh.jaŋɯɭ	False	False
27	미쳤기	gjo̞suɲimirago	mitsʰʌt̚kʼi	mitsʰʌt̚kʼi	False	False
28	때문에	sɛŋgagi	tʼɛmune	tʼɛmune	False	False
29	그런	dwegojo̞	gɯrʌn	gɯrʌn	False	False
