word	ipa	word_pred	sent_pred	is_word_wrong	is_sent_wrong
0	지식	t͡ɕiɕik̚	ʣiɕik̚	ʣiɕik̚	False	False
1	지식	ʣiɕik̚	ʣiɕik̚	ʣiɕik̚	True	True
2	체계를	tsʰegʲerɯɭ	tsʰegʲerɯɭ	tsʰegʲerɯɭ	True	True
3	만들어	mandɯrʌ	mandɯrʌ	mandɯrʌ	True	True
4	갔다면	gat̚tʼamjʌn	gat̚tʼamjʌn	kat̚tʼamjʌn	True	False
5	지금	ʣigɯm	ʣigɯm	ʣigɯm	True	True
6	너무나	nʌmuna	nʌmuna	nʌmuna	True	True
7	친절하게	tsʰinʣʌɭhage	tsʰinʣʌɭhage	tsʰinʣʌɭhage	True	True
8	재밌는	ʣɛminnɯn	ʣɛminnɯn	ʣɛminnɯn	True	True
9	스토리텔링을	sɯtʰoritʰeɭʎ̟iŋɯɭ	sɯtʰoritʰeɭʎ̟	sɯtʰoritʰeɭʎ̟	False	False
10	완전히	wanʣʌnhi	wanʣʌnhi	wanʣʌnhi	True	True
11	만들어	mandɯrʌ	mandɯrʌ	mandɯrʌ	True	True
12	주어서	ʣuʌsʌ	ʣuʌsʌ	ʣuʌsʌ	True	True
13	쉽게	ʃwip̚kʼe	ʃwip̚kʼe	ʃwip̚kʼe	True	True
14	접근하고	ʣʌp̚kʼɯnhago	ʣʌp̚kʼɯnhago	ʣʌp̚kʼɯnhago	True	True
15	그것을	gɯgʌsɯɭ	gɯgʌsɯɭ	gɯgʌsɯɭ	True	True
16	우리가	uriga	uriga	uriga	True	True
17	체감하고	tsʰegamhago	tsʰegamhago	tsʰegamhago	True	True
18	느끼고	nɯkʼigo	nɯkʼigo	nɯkʼigo	True	True
19	감성적으로	gamsʌŋʣʌgɯro	gamsʌŋʣʌgɯro	kamsʌŋʣʌgɯro	True	False
20	체화시켜서	tsʰehwaɕikʰjʌsʌ	tsʰehwaɕikʰjʌs	tsʰehwaɕikʰjʌs	False	False
21	함께	hamkʼe	hamkʼe	hamkʼe	True	True
22	만나게	mannage	mannage	mannage	True	True
23	하는	hanɯn	hanɯn	hanɯn	True	True
24	접점을	ʣʌp̚.tzʌmɯɭ	ʣʌp̚.tzʌmɯɭ	.tzʌp̚.tzʌmɯɭ	True	False
25	만들어	mandɯrʌ	mandɯrʌ	mandɯrʌ	True	True
26	주는	ʣunɯ	ʣunɯn	ʣunɯn	False	False
27	아주	naʣu	aʣu	aʣu	False	False
28	친구	tsʰingu	tsʰingu	tsʰingu	True	True
29	같은	gatʰɯn	gatʰɯn	gatʰɯn	True	True
