word	ipa	word_pred	sent_pred	is_word_wrong	is_sent_wrong
0	이~	i	i	ip̚	True	False
1	제가	esʌ	ʣega	ʣega	False	False
2	퍼듀대학에	ʣega	pʰʌdjudɛhage	pʰʌdjudɛhage	False	False
3	있을	pʰʌdjudɛhage	isʼɯɭ	isʼɯɭ	False	False
4	때	isʼɯɭ	tʼɛ	tʼɛ	False	False
5	미국에서	tʼɛ	migugesʌ	migugesʌ	False	False
6	그때	migugesʌ	gɯtʼɛ	gɯtʼɛ	False	False
7	잘	gɯtʼɛ	ʣaɭ	ʣaɭ	False	False
8	알게	ʣaɭ	aɭge	aɭge	False	False
9	됐던	aɭge	dwɛt̚tʼʌn	twɛt̚tʼʌn	False	False
10	안드레이	dwɛt̚tʼʌn	andɯrei	andɯrei	False	False
11	가브리엘	andɯrei	gabɯrieɭ	kabɯrieɭ	False	False
12	로프라는	gabɯrieɭ	ropʰɯranɯn	ropʰɯranɯn	False	False
13	교수가	ropʰɯranɯn	gjo̞suga	gjo̞suga	False	False
14	있었는데	gjo̞suga	isʼʌnnɯnde	isʼʌnnɯnde	False	False
15	그	isʼʌnnɯnde	gɯ	gɯ	False	False
16	사람은	gɯ	saramɯn	saramɯn	False	False
17	박사	saramɯn	bak̚sʼa	pak̚sʼa	False	False
18	과정	bak̚sʼa	gwaʣʌŋ	kwaʣʌŋ	False	False
19	밟을	gwaʣʌŋ	babɯɭ	padɯɭ	False	False
20	때는	baɭbɯɭ	tʼɛnɯn	tʼɛnɯn	False	False
21	기하학을	tʼɛnɯn	gihahagɯɭ	kihahagɯɭ	False	False
22	공부했었지만은	gihahagɯɭ	goŋbuhɛsʼʌt̚.t	koŋbuhɛsʼʌt̚.t	False	False
23	직장은	goŋbuhɛsʼʌt̚.tzimanɯn	ʣik̚.tzaŋɯn	ʣik̚.tzaŋɯn	False	False
24	지구과학	ʣik̚.tzaŋɯn	ʣigugwahak̚	ʣigugwahak̚	False	False
25	연구소로	ʣigugwahaŋ	jʌngusoro	jʌngusoro	False	False
26	배정받았습니다.	ɲjʌngusoro	bɛʣʌŋbadat̚sʼ	pɛʣʌŋbadasʼɯm	False	False
